X.1,X,YR,STATIONID,DEPTH_SSTA,MO_DAY_YR,STAT_ZONE,TOW_NO,DECSLAT,DECSLON,MESH_SIZE,MIN_FISH,BOT_TYPE,BOT_REG,ENVREC_STATIONID,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,GENUS_BGS,SPEC_BGS,SumOfCNTEXP,rscpue,bathymetry,rugosity,date,month,day,optional,PLATFORM_COUNT,Sum_Length,carbonate.pcnt,gravel.prct,mud.prct,oyst.prct,rock.prct,sand.prct,optional.1,n.art.reef,art.reef.dis
9511,8959,2009,201857,15.2,6/4/2009 0:00,11,1,30.1,-88.48,1.63,13,,,201857,26.4,26.1,24.2,26.3,28.4,33.2,NA,NA,NA,6.5,6.3,5.7,NA,NA,NA,,,NA,0,-16,0.75,6/4/2009,6,4,TRUE,0,17.25928765,76.5,0,0,NA,2,99,TRUE,0,0.444484915
9512,8960,2009,201858,27.4,6/4/2009 0:00,11,1,29.97,-88.47,1.63,31,,,201858,26.1,23.4,23.4,27.4,35.5,35.5,NA,NA,NA,5.3,4.6,4.6,NA,NA,NA,,,NA,0,-28,0.375,6/4/2009,6,4,TRUE,0,0,94.90000153,0,17,50,0,83,TRUE,0,0.444484915
9513,8961,2009,201859,21.9,6/4/2009 0:00,11,1,30.03,-88.43,1.63,13,,,201859,26.1,24.2,23.5,26.9,33.4,34.8,NA,NA,NA,6.3,6.1,5.3,NA,NA,NA,,,NA,0,-23,1.125,6/4/2009,6,4,TRUE,0,0,100,0,0,50,0,100,TRUE,0,0.444484915
9514,8962,2009,201860,15,6/4/2009 0:00,11,1,30.11,-88.58,1.63,22,,,201860,26.4,26.7,24.6,27.5,28.4,32.9,NA,NA,NA,5.3,5.1,4.7,NA,NA,NA,,,NA,0,-15,0.75,6/4/2009,6,4,TRUE,0,6.15858395,35.5,0,2,NA,1,97,TRUE,0,0.444484915
9515,8963,2009,201862,11.2,6/4/2009 0:00,11,1,30.15,-88.85,1.63,33,,,201862,26.8,27,24.2,22.8,23.4,31.8,NA,NA,NA,6.5,6.1,3.9,NA,NA,NA,,,NA,0,-11,0.375,6/4/2009,6,4,TRUE,0,0,50.09999847,0,72,NA,31,26,TRUE,0,0.444484915
10358,9825,2009,208165,32.9,10/9/2009 0:00,10,1,29.83,-87.86,1.63,31,,,208165,28.38,28.17,24.92,30.78,33.18,36.28,1.35,1.13,4.79,6.4,6.2,5.2,NA,NA,NA,LUTJANU,CAMPEC,5,0.16,-34,0.75,10/9/2009,10,9,TRUE,0,0,100,0,0,24.10000038,0,98,TRUE,1,0.444484915
10359,9826,2009,208166,36.6,10/9/2009 0:00,10,1,29.73,-87.8,1.63,31,,,208166,28.44,28.39,24.44,32.68,33.61,36.3,0.61,0.66,5.88,6.3,6.2,5.2,NA,NA,NA,LUTJANU,CAMPEC,5,0.16,-39,0.25,10/9/2009,10,9,TRUE,0,0,100,0,0,41.70000076,0,98,TRUE,6,0.444484915
10360,9827,2009,208167,31.1,10/9/2009 0:00,10,1,29.99,-87.27,1.63,30,,,208167,28.44,28.1,28.59,28.56,30.85,34.23,1.26,1.1,2.63,6.4,6.3,5.5,NA,NA,NA,,,NA,0,-30,0.25,10/9/2009,10,9,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,0.444484915
10361,9828,2009,208281,29.3,10/27/2009 0:00,10,1,30.15,-87.08,1.63,30,,,208281,26.22,26.24,26.24,35.14,35.18,35.18,0,2.07,2.11,7.5,6,6,NA,NA,NA,LUTJANU,CAMPEC,6,0.2,-29,2.75,10/27/2009,10,27,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,0.444484915
10362,9829,2009,208282,34.7,10/27/2009 0:00,10,1,29.79,-87.64,1.63,31,,,208282,24.44,24.39,24.68,33.17,33.16,36.28,2.17,2.34,2.19,6.4,6.4,4,NA,NA,NA,,,NA,0,-36,0.125,10/27/2009,10,27,TRUE,0,0,100,2,0,45.09999847,0,97,TRUE,3,0.444484915
10363,9830,2009,208284,36.6,10/27/2009 0:00,10,1,29.72,-87.55,1.63,30,,,208284,25.11,25.25,25.35,34.44,34.65,35.05,0.08,0.72,1.5,5.9,6.3,6.2,NA,NA,NA,LUTJANU,CAMPEC,7,0.23,-40,0.875,10/27/2009,10,27,TRUE,0,0,100,2,0,48.70000076,0,97,TRUE,2,0.444484915
10364,9831,2009,208285,21.9,10/27/2009 0:00,10,1,30.05,-87.72,1.63,30,,,208285,22.84,22.83,25.12,30.74,30.73,33.82,0.49,5.77,3.53,5.8,6.5,5.5,NA,NA,NA,LUTJANU,CAMPEC,20,0.66,-23,1.375,10/27/2009,10,27,TRUE,0,0,60.59999847,0,0,10,0,99,TRUE,3,0.444484915
10365,9832,2009,208286,20.1,10/27/2009 0:00,10,1,30.06,-87.76,1.63,30,,,208286,22.75,22.76,24.31,30.46,30.45,33.37,5.65,6.75,4.69,6.9,6.9,6,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-20,1.125,10/27/2009,10,27,TRUE,0,0,58.5,0,0,10,3,99,TRUE,0,0.444484915
10366,9833,2009,208287,21.9,10/27/2009 0:00,10,1,30.15,-87.38,1.63,30,,,208287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUTJANU,CAMPEC,8,0.26,-23,0.875,10/27/2009,10,27,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,0.444484915
10367,9834,2009,208288,14.3,10/28/2009 0:00,10,1,30.28,-87.27,1.63,30,,,208288,22.86,NA,22.86,32.76,NA,32.76,0.32,NA,5.56,6.5,NA,6.7,NA,NA,NA,LUTJANU,CAMPEC,4,0.13,-14,1.25,10/28/2009,10,28,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,0.444484915
10368,9835,2009,208291,11.5,10/28/2009 0:00,10,1,30.26,-87.39,1.63,30,,,208291,26.22,26.24,26.24,35.14,35.18,35.18,0,2.07,2.11,7.5,6,6,NA,NA,NA,LUTJANU,CAMPEC,2,0.06,-11,1.375,10/28/2009,10,28,TRUE,0,0,NA,NA,NA,NA,NA,NA,TRUE,0,0.444484915
10369,9836,2009,208292,11.2,10/28/2009 0:00,10,1,30.18,-87.88,1.63,31,,,208292,26.22,26.24,26.24,35.14,35.18,35.18,0,2.07,2.11,7.5,6,6,NA,NA,NA,,,NA,0,-9,0.5,10/28/2009,10,28,TRUE,0,0,51.20000076,2,1,NA,0,95,TRUE,0,0.444484915
11985,11397,2009,142054,9.1,6/8/2009 0:00,11,1,30.22,-88.27,1.58,10,,,142054,27.46,25.89,22.78,22.04,27.06,34.22,7.43,9.97,23.14,7.1,7.1,2.2,NA,NA,NA,,,NA,0,-8,2,6/8/2009,6,8,TRUE,0,0,5,0,99,NA,0,0,TRUE,0,0.444484915
11986,11398,2009,142055,3.7,6/8/2009 0:00,11,1,30.22,-88.28,1.58,10,,,142055,27.83,26.76,26.39,21.12,23.31,25.36,7.03,5.93,23.49,6.9,6.9,6.8,NA,NA,NA,,,NA,0,-7,2.25,6/8/2009,6,8,TRUE,0,0,NA,0,0,NA,0,99,TRUE,0,0.444484915
11987,11399,2009,142056,20.1,6/8/2009 0:00,11,1,30.12,-88.27,1.58,30,,,142056,27.74,23.77,23.51,24.06,34.7,36.24,3.39,5.98,5.05,7.1,6,4.5,NA,NA,NA,,,NA,0,-20,0.5,6/8/2009,6,8,TRUE,0,20.38828302,60.20000076,0,26,14.39999962,0,72,TRUE,0,0.444484915
11988,11400,2009,142057,18.3,6/8/2009 0:00,11,1,30.14,-88.32,1.58,21,,,142057,27.78,23.79,23.45,24.44,34.36,35.49,6.07,5.76,6.89,7.3,6.1,4.8,NA,NA,NA,,,NA,0,-18,0.5,6/8/2009,6,8,TRUE,0,3.46502625,89.5,2,16,50,0,81,TRUE,0,0.444484915
11989,11401,2009,142058,7.3,6/8/2009 0:00,11,1,30.19,-88.39,1.58,14,,,142058,26.88,26.45,25.09,24.28,25.19,30.05,0.67,8.82,11.93,7.2,7.2,5.6,NA,NA,NA,,,NA,0,-8,2.5,6/8/2009,6,8,TRUE,0,7.232272547,100,0,0,NA,0,99,TRUE,0,0.444484915
11990,11402,2009,142059,20.1,6/8/2009 0:00,11,1,30.04,-88.41,1.58,15,,,142059,27.19,24.09,21.8,27.97,34.5,35.62,2.3,2.75,5.37,6.7,6.4,3.1,NA,NA,NA,,,NA,0,-22,0.875,6/8/2009,6,8,TRUE,0,0,100,7,29,50,0,63,TRUE,0,0.444484915
11991,11403,2009,142060,27.4,6/8/2009 0:00,11,1,29.98,-88.21,1.58,11,,,142060,27.66,24.02,22.08,25.59,35.42,36.21,3.94,3.13,1.4,6.7,6.2,3.7,NA,NA,NA,,,NA,0,-29,1.25,6/8/2009,6,8,TRUE,0,0,33,50,0,26.39999962,0,50,TRUE,0,0.444484915
11992,11404,2009,142062,36.6,6/11/2009 0:00,11,1,29.75,-88.05,1.58,11,,,142062,28.61,25.35,23.61,27.97,36.4,36.37,3.27,1.53,2.49,6.9,6.3,5.6,NA,NA,NA,,,NA,0,-37,0.625,6/11/2009,6,11,TRUE,0,0,44.40000153,12,1,34.70000076,0,86,TRUE,0,0.444484915
11993,11405,2009,142063,34.7,6/11/2009 0:00,11,1,29.81,-88.18,1.58,12,,,142063,28.21,25.35,23.23,29.61,36.36,34.98,1.7,1.55,3.68,6.5,6.4,5.7,NA,NA,NA,,,NA,0,-35,0.75,6/11/2009,6,11,TRUE,0,0.72745982,10,NA,NA,49.70000076,NA,NA,TRUE,0,0.444484915
11994,11406,2009,142064,31.1,6/11/2009 0:00,11,1,29.93,-88.15,1.58,40,,,142064,28.69,23.85,22.25,27.23,35.97,36.29,2.97,5.37,1.56,6.5,4.8,5.4,NA,NA,NA,LUTJANU,CAMPEC,5,0.12,-31,0.375,6/11/2009,6,11,TRUE,0,22.52721076,79.69999695,8,8,44.20000076,0,82,TRUE,0,0.444484915
11995,11407,2009,108076,34.7,6/17/2009 0:00,15,1,28.54,-91.33,1.63,30,,,108076,29.95,24.76,23.5,13.21,35.95,36.31,1.72,0.94,1.02,8.4,3.4,2.9,NA,NA,NA,,,NA,0,-34,1,6/17/2009,6,17,TRUE,0,2.141991059,0,1,91,NA,0,6,TRUE,0,0.444484915
11996,11408,2009,108077,27.4,6/17/2009 0:00,15,1,28.54,-91.02,1.63,30,,,108077,29.46,25.49,23.33,24.87,34.31,36.24,1.35,0.37,0.85,6.8,5.8,3.9,NA,NA,NA,,,NA,0,-43,12.875,6/17/2009,6,17,TRUE,0,40.84449074,97,62,19,NA,0,17,TRUE,0,0.444484915
11997,11409,2009,108078,21.9,6/17/2009 0:00,15,1,28.62,-91.19,1.63,30,,,108078,28.85,26.86,24,25.29,30.17,36.21,0.96,1,0.96,7,4.5,3.7,NA,NA,NA,,,NA,0,-23,0.875,6/17/2009,6,17,TRUE,0,25.68838483,92.19999695,1,92,NA,0,6,TRUE,0,0.444484915
11998,11410,2009,108079,21.9,6/17/2009 0:00,15,1,28.62,-91.19,1.63,30,,,108079,28.85,26.86,24,25.29,30.17,36.21,0.96,1,0.96,7,4.5,3.7,NA,NA,NA,,,NA,0,-23,0.875,6/17/2009,6,17,TRUE,0,25.68838483,92.19999695,1,92,NA,0,6,TRUE,0,0.444484915
11999,11411,2009,108080,34.7,6/17/2009 0:00,15,1,28.53,-91.33,1.63,30,,,108080,27.21,24.92,22.12,30.79,35.38,36.25,1.22,0.74,1.12,6.3,4.8,3.7,NA,NA,NA,,,NA,0,-36,1.25,6/17/2009,6,17,TRUE,1,2.571786203,0,1,91,NA,0,6,TRUE,0,0.444484915
12000,11412,2009,108081,27.4,6/17/2009 0:00,15,1,28.54,-91.05,1.63,28,,,108081,29.44,25.24,23,25.05,33.84,36.23,0.86,0.53,0.58,6.9,4.2,3.6,NA,NA,NA,,,NA,0,-34,3.625,6/17/2009,6,17,TRUE,0,37.62319992,96.19999695,1,91,NA,0,7,TRUE,0,0.444484915
12001,11413,2009,108084,20.1,6/17/2009 0:00,14,1,28.96,-90.09,1.63,30,,,108084,29.14,24.61,24.39,17.93,34.86,36.24,8.59,0.89,0.58,6.8,2.4,3,NA,NA,NA,,,NA,0,-22,0.875,6/17/2009,6,17,TRUE,1,2.837447085,79,0,98,NA,0,0,TRUE,0,0.444484915
12002,11414,2009,108085,27.4,6/17/2009 0:00,13,1,28.99,-89.91,1.63,24,,,108085,29.89,25.14,24.37,22.33,36.01,36.35,2.97,0.27,0.31,7.5,6.3,2.2,NA,NA,NA,,,NA,0,-31,0.625,6/17/2009,6,17,TRUE,0,8.210415661,50,0,99,NA,0,0,TRUE,0,0.444484915
12003,11415,2009,108086,18.3,6/18/2009 0:00,13,1,29.09,-89.88,1.63,29,,,108086,30.7,25.08,24.43,17.41,34.93,36.22,3.15,0.45,0.79,7.7,4.4,2.8,NA,NA,NA,,,NA,0,-23,0.875,6/18/2009,6,18,TRUE,0,13.95030306,28.20000076,1,19,NA,0,78,TRUE,0,0.444484915
12004,11416,2009,108087,20.1,6/18/2009 0:00,13,1,28.98,-89.5,1.63,10,,,108087,28.6,25.35,21.89,26.11,35.72,36.26,13,0.37,0.46,7.2,6.4,4.1,NA,NA,NA,,,NA,0,-23,4.625,6/18/2009,6,18,TRUE,3,102.7934767,NA,0,95,NA,0,3,TRUE,0,0.444484915
12005,11417,2009,108088,21.9,6/18/2009 0:00,13,1,28.98,-89.5,1.63,10,,,108088,29.3,25.14,24.32,15.33,35.62,36.26,4.6,0.29,0.39,6.8,4,3.7,NA,NA,NA,,,NA,0,-23,4.625,6/18/2009,6,18,TRUE,3,102.7934767,NA,0,95,NA,0,3,TRUE,0,0.444484915
12006,11418,2009,108091,27.4,6/18/2009 0:00,13,1,29,-89.91,1.63,30,,,108091,29.57,25.03,24.21,18.89,35.98,36.34,4.67,0.29,0.33,7.6,5.9,1.8,NA,NA,NA,,,NA,0,-30,0.5,6/18/2009,6,18,TRUE,0,8.032627972,48.59999847,0,99,NA,0,0,TRUE,0,0.444484915
12007,11419,2009,108092,20.1,6/18/2009 0:00,14,1,28.96,-90.09,1.63,30,,,108092,29.39,24.58,24.34,19.51,35.26,36.24,7.5,0.74,0.72,7.1,1.6,3,NA,NA,NA,,,NA,0,-22,0.875,6/18/2009,6,18,TRUE,1,2.837447085,79,0,98,NA,0,0,TRUE,0,0.444484915
12008,11420,2009,108093,18.3,6/18/2009 0:00,13,1,29.09,-89.88,1.63,30,,,108093,30.76,25.16,24.71,18.27,35.29,36.29,5.63,0.24,0.4,7.8,4.5,4.1,NA,NA,NA,,,NA,0,-23,0.875,6/18/2009,6,18,TRUE,0,13.95030306,28.20000076,1,19,NA,0,78,TRUE,0,0.444484915
12009,11421,2009,108094,18.3,6/18/2009 0:00,13,1,29.13,-89.82,1.63,30,,,108094,29.89,25.46,23.97,13.68,35.21,36.1,9.08,0.69,0.42,8.8,4.9,0.8,NA,NA,NA,,,NA,0,-20,0.75,6/18/2009,6,18,TRUE,1,22.36000201,28.39999962,0,99,NA,0,0,TRUE,0,0.444484915
12010,11422,2009,108095,18.3,6/18/2009 0:00,13,1,29.15,-89.81,1.63,30,,,108095,30.11,25.53,23.96,11.18,35.19,36.1,17.53,0.67,0.53,9.4,5.1,0.7,NA,NA,NA,,,NA,0,-18,0.5,6/18/2009,6,18,TRUE,0,15.70043654,28.29999924,0,99,NA,0,0,TRUE,0,0.444484915
12011,11423,2009,108096,14.6,6/18/2009 0:00,13,1,29.19,-89.85,1.63,30,,,108096,31,24.89,24,15.04,32.84,35.85,8.88,2.24,0.92,8.4,0.1,0.1,NA,NA,NA,,,NA,0,-14,0.75,6/18/2009,6,18,TRUE,0,0,28.60000038,0,99,NA,0,0,TRUE,0,0.444484915
12012,11424,2009,108097,12.8,6/18/2009 0:00,13,1,29.22,-89.76,1.63,30,,,108097,30.47,24.52,24.17,10.31,34.22,35.67,18.47,1.09,0.98,10.4,0.1,0.1,NA,NA,NA,,,NA,0,-11,0.25,6/18/2009,6,18,TRUE,0,1.325850596,41.09999847,0,98,NA,0,0,TRUE,0,0.444484915
12013,11425,2009,108098,11,6/19/2009 0:00,13,1,29.21,-89.67,1.63,30,,,108098,31.02,25.45,24.46,3.51,31.06,35.2,19.05,2.15,3.78,11.5,0.2,0.1,NA,NA,NA,,,NA,0,-9,0.75,6/19/2009,6,19,TRUE,0,27.69843604,84.30000305,0,97,NA,0,1,TRUE,0,0.444484915
12014,11426,2009,108099,11,6/19/2009 0:00,13,1,29.21,-89.67,1.63,30,,,108099,30.32,26.05,24.48,4.86,29.54,35.29,32.33,2.46,3.07,8.1,1,0.1,NA,NA,NA,,,NA,0,-9,0.75,6/19/2009,6,19,TRUE,0,27.69843604,84.30000305,0,97,NA,0,1,TRUE,0,0.444484915
12015,11427,2009,108100,12.8,6/19/2009 0:00,13,1,29.21,-89.76,1.63,30,,,108100,30.17,24.83,24.17,11.06,33.74,35.67,25.52,0.81,1,8.8,0.7,0.1,NA,NA,NA,,,NA,0,-12,0.625,6/19/2009,6,19,TRUE,0,0,54.90000153,0,89,NA,0,10,TRUE,0,0.444484915
12016,11428,2009,108101,12.8,6/19/2009 0:00,13,1,29.19,-89.85,1.63,30,,,108101,30.21,24.66,23.98,17.21,33.9,35.88,6.75,1.31,0.72,7.2,0.1,0.1,NA,NA,NA,,,NA,0,-14,0.75,6/19/2009,6,19,TRUE,0,0,28.60000038,0,99,NA,0,0,TRUE,0,0.444484915
12017,11453,2009,141592,8.8,10/28/2009 0:00,11,1,30.21,-88.27,1.58,21,,,141592,21.46,22.06,24.78,25.64,29.83,32.71,16.16,9.75,8.63,7.1,6.2,4.5,NA,NA,NA,LUTJANU,CAMPEC,5,0.23,-10,1.125,10/28/2009,10,28,TRUE,0,0,56.59999847,2,9,NA,5,88,TRUE,0,0.444484915
12018,11454,2009,141593,3.7,10/28/2009 0:00,11,1,30.22,-88.28,1.58,11,,,141593,21.61,21.69,22.14,25.07,25.92,28.14,19.06,22.42,24.98,7.4,7.4,6.9,NA,NA,NA,,,NA,0,-7,2.25,10/28/2009,10,28,TRUE,0,0,NA,0,0,NA,0,99,TRUE,0,0.444484915
12019,11455,2009,141594,9.1,10/28/2009 0:00,11,1,30.19,-88.38,1.58,10,,,141594,20.45,21.38,23.78,19.3,25.35,32.46,31.23,19.67,7.77,7.7,7.4,6.3,NA,NA,NA,,,NA,0,-10,2.375,10/28/2009,10,28,TRUE,0,7.634065467,100,26,0,NA,0,72,TRUE,0,0.444484915
12020,11456,2009,141595,16.6,10/28/2009 0:00,11,1,30.16,-88.32,1.58,31,,,141595,21.62,22.25,24.97,24.7,28.14,33.13,24.37,11.51,4.09,7.8,6.7,4.9,NA,NA,NA,LUTJANU,CAMPEC,5,0.16,-16,0.75,10/28/2009,10,28,TRUE,0,16.45533894,80.69999695,0,67,NA,0,33,TRUE,0,0.444484915
13319,12753,2009,204874,15.4,10/10/2009 0:00,19,1,28.22,-96.47,1.63,30,,,204874,27.74,27.75,27.72,33.79,33.8,33.66,3.2,2.83,14,5.2,5.4,5.2,NA,NA,NA,LUTJANU,CAMPEC,30,1,-15,0.75,10/10/2009,10,10,TRUE,0,0,NA,0,53,NA,0,45,TRUE,0,0.444484915
13320,12754,2009,204875,25.6,10/10/2009 0:00,19,1,28.01,-96.52,1.63,30,,,204875,28.01,28.04,28.18,34.15,34.17,34.46,4.02,4.2,2.24,5.3,5.7,5.6,NA,NA,NA,LUTJANU,CAMPEC,61,2.03,-25,0.5,10/10/2009,10,10,TRUE,0,0,0,0,56,NA,30,43,TRUE,0,0.444484915
13321,12755,2009,204877,25.6,10/10/2009 0:00,20,1,27.94,-96.6,1.63,30,,,204877,27.88,27.93,28.35,34.29,34.4,35.2,5.46,4.23,1.12,5.3,5.8,4.3,NA,NA,NA,LUTJANU,CAMPEC,76,2.53,-26,0.75,10/10/2009,10,10,TRUE,0,0,0,2,93,NA,0,4,TRUE,0,0.444484915
13322,12756,2009,204878,34.9,10/11/2009 0:00,20,1,27.75,-96.67,1.63,30,,,204878,28.08,28.08,28.63,34.84,34.84,35.61,3.85,3.26,1.88,5.4,5.5,3.9,NA,NA,NA,LUTJANU,CAMPEC,134,4.46,-35,0.875,10/11/2009,10,11,TRUE,0,1.331307983,NA,0,93,NA,0,6,TRUE,0,0.444484915
13323,12757,2009,204879,33.6,10/11/2009 0:00,20,1,27.71,-96.73,1.63,30,,,204879,27.98,28,28.45,34.43,34.43,35.15,2.92,2.55,1.98,5.2,5.4,4.2,NA,NA,NA,LUTJANU,CAMPEC,101,3.36,-34,0.375,10/11/2009,10,11,TRUE,0,0,0,0,92,NA,0,7,TRUE,0,0.444484915
13324,12758,2009,204880,34.4,10/11/2009 0:00,20,1,27.62,-96.8,1.63,30,,,204880,28.05,28.07,28.35,34.67,34.68,35.35,2.9,2.69,1.61,5.4,5.2,4.4,NA,NA,NA,LUTJANU,CAMPEC,83,2.76,-35,0.875,10/11/2009,10,11,TRUE,0,0,0,0,91,NA,0,7,TRUE,0,0.444484915
13325,12759,2009,204881,23,10/11/2009 0:00,20,1,27.65,-97.01,1.63,31,,,204881,27.84,27.83,27.89,34.86,34.86,34.9,3.55,4.46,3.75,5.4,5.2,5.4,NA,NA,NA,LUTJANU,CAMPEC,3,0.09,-21,0.5,10/11/2009,10,11,TRUE,0,10.27063587,NA,0,83,NA,0,16,TRUE,0,0.444484915
13326,12760,2009,204882,31.6,10/11/2009 0:00,20,1,27.54,-96.9,1.63,30,,,204882,27.98,28,28.01,34.73,34.73,34.73,3.17,2.83,2.93,5.4,5.4,5.4,NA,NA,NA,LUTJANU,CAMPEC,84,2.8,-32,0.375,10/11/2009,10,11,TRUE,0,0,0,0,85,NA,0,14,TRUE,0,0.444484915
13327,12761,2009,204883,36.6,10/11/2009 0:00,20,1,27.44,-96.91,1.63,30,,,204883,28.07,28.1,28.17,35.01,35.03,35.14,1.8,2.02,2.01,5.4,5.2,5,NA,NA,NA,LUTJANU,CAMPEC,98,3.26,-35,0.625,10/11/2009,10,11,TRUE,0,0,0,0,85,NA,0,13,TRUE,0,0.444484915
13328,12762,2009,204884,24.5,10/11/2009 0:00,20,1,27.54,-97.04,1.63,30,,,204884,27.62,27.64,27.95,34.65,34.65,35.14,2.94,3.26,3.85,5.2,5.5,5.2,NA,NA,NA,LUTJANU,CAMPEC,62,2.06,-24,0.25,10/11/2009,10,11,TRUE,0,3.811919893,NA,0,92,NA,0,6,TRUE,0,0.444484915
13329,12763,2009,204885,28.3,10/11/2009 0:00,20,1,27.42,-97.04,1.63,30,,,204885,27.78,27.78,27.78,34.66,34.66,34.66,3.43,3.06,2.84,5.3,5.4,5.4,NA,NA,NA,LUTJANU,CAMPEC,94,3.13,-29,0.5,10/11/2009,10,11,TRUE,0,0,0,0,98,NA,0,1,TRUE,0,0.444484915
13330,12764,2009,204886,31.1,10/11/2009 0:00,20,1,27.42,-96.99,1.63,32,,,204886,27.97,27.93,27.93,34.68,34.68,34.69,2.24,3.13,2.4,5.1,5.4,5.2,NA,NA,NA,LUTJANU,CAMPEC,72,2.25,-31,0.375,10/11/2009,10,11,TRUE,0,2.312320987,0,0,98,NA,0,0,TRUE,0,0.444484915
13331,12765,2009,204887,33.3,10/11/2009 0:00,20,1,27.29,-97.02,1.63,30,,,204887,28.19,27.97,27.97,34.8,34.8,34.8,2.88,3.02,2.26,5.1,5.4,5.3,NA,NA,NA,LUTJANU,CAMPEC,110,3.66,-33,0.75,10/11/2009,10,11,TRUE,0,2.016874314,0,0,99,NA,0,0,TRUE,0,0.444484915
13332,12766,2009,204888,38.4,10/11/2009 0:00,20,1,27.2,-96.99,1.63,30,,,204888,28.27,28.27,28.14,35.26,35.37,35.48,2.79,2.52,2.57,5.7,5.8,5.7,NA,NA,NA,LUTJANU,CAMPEC,15,0.5,-39,0.75,10/11/2009,10,11,TRUE,0,0,0,0,98,NA,0,1,TRUE,0,0.444484915
13333,12767,2009,204889,21.8,10/11/2009 0:00,20,1,27.13,-97.26,1.63,30,,,204889,27.94,27.77,27.76,34.92,35.1,35.22,6.1,4.24,3.19,5.5,5.7,5.5,NA,NA,NA,LUTJANU,CAMPEC,28,0.93,-21,0.75,10/11/2009,10,11,TRUE,0,0,0,0,86,NA,0,13,TRUE,0,0.444484915
13334,12768,2009,204891,22.3,10/12/2009 0:00,21,1,26.97,-97.27,1.63,30,,,204891,27.85,27.75,27.72,34.91,35.39,35.57,5.56,5.29,5.5,5.6,5.7,5.6,NA,NA,NA,LUTJANU,CAMPEC,55,1.83,-20,0.875,10/12/2009,10,12,TRUE,0,0,NA,0,77,NA,0,21,TRUE,0,0.444484915
13335,12769,2009,204892,17.4,10/12/2009 0:00,21,1,26.69,-97.26,1.63,30,,,204892,27.82,27.73,27.48,35.82,36.03,36.23,5.03,6.44,10.81,5.7,5.8,5.7,NA,NA,NA,LUTJANU,CAMPEC,45,1.5,-15,0.25,10/12/2009,10,12,TRUE,0,0,0,0,4,NA,0,94,TRUE,0,0.444484915
13336,12770,2009,204893,18.7,10/12/2009 0:00,21,1,26.69,-97.23,1.63,31,,,204893,27.82,27.84,27.84,35.54,35.94,36.03,5.42,3.76,4.56,4.8,5.4,5.4,NA,NA,NA,LUTJANU,CAMPEC,9,0.29,-17,0.625,10/12/2009,10,12,TRUE,0,0,0,2,10,NA,0,87,TRUE,0,0.444484915
13337,12771,2009,204895,34.2,10/12/2009 0:00,21,1,26.74,-97.07,1.63,30,,,204895,28.13,28.15,28.12,35.25,35.26,36.05,3.16,2.82,3.04,5.3,5.5,5.2,NA,NA,NA,LUTJANU,CAMPEC,33,1.1,-34,0.125,10/12/2009,10,12,TRUE,0,0,0,2,87,NA,0,10,TRUE,0,0.444484915
13338,12772,2009,204896,35.3,10/12/2009 0:00,21,1,26.69,-97.03,1.63,30,,,204896,28.17,28.19,28.12,35.44,35.46,36.13,2.43,2.99,2.3,5.4,5.6,5.3,NA,NA,NA,LUTJANU,CAMPEC,48,1.6,-35,0.375,10/12/2009,10,12,TRUE,0,0,0,0,98,NA,0,0,TRUE,0,0.444484915
13339,12773,2009,204897,33.3,10/12/2009 0:00,21,1,26.61,-97.05,1.63,30,,,204897,28.16,28.12,27.97,35.56,35.7,36.12,3.52,3.26,4.89,5.2,5.4,5.3,NA,NA,NA,LUTJANU,CAMPEC,19,0.63,-35,0.625,10/12/2009,10,12,TRUE,0,0,0,0,97,NA,0,1,TRUE,0,0.444484915
13340,12774,2009,204898,36.6,10/12/2009 0:00,21,1,26.57,-96.99,1.63,30,,,204898,28.16,28.26,28.12,35.61,35.8,36.14,3.64,2.84,3.07,5,5.3,5.3,NA,NA,NA,LUTJANU,CAMPEC,10,0.33,-36,0.125,10/12/2009,10,12,TRUE,0,0,0,1,97,NA,0,1,TRUE,0,0.444484915
13341,12775,2009,204900,17.6,10/12/2009 0:00,21,1,26.34,-97.15,1.63,30,,,204900,27.83,27.78,27.78,36.1,36.1,36.05,12.02,7.52,7.32,5.6,5.6,5.6,NA,NA,NA,LUTJANU,CAMPEC,27,0.9,-14,1.375,10/12/2009,10,12,TRUE,0,0,NA,0,15,NA,0,84,TRUE,0,0.444484915
13342,12776,2009,204901,39.5,10/12/2009 0:00,21,1,26.29,-96.84,1.63,30,,,204901,28.49,28.65,27.92,36.21,36.36,36.45,3,3.78,1.94,5.7,5.6,5.3,NA,NA,NA,LUTJANU,CAMPEC,24,0.8,-40,0.375,10/12/2009,10,12,TRUE,0,0,0,0,61,NA,0,38,TRUE,0,0.444484915
